Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Davies, HJ; Szymaniec, K; Adams, CS; ",Continuous evaporative loading of an atom trap using an optically guided atomic fountain,"Technical Digest. Summaries of Papers Presented at the International Quantum Electronics Conference. Conference Edition. 1998 Technical Digest Series, Vol. 7 (IEEE Cat. No. 98CH36236)",,,118-119,1998,IEEE
"Harris, ML; Adams, CS; Cornish, SL; McLeod, IC; Tarleton, E; Hughes, IG; ",Polarization spectroscopy in rubidium and cesium,Physical Review A,73,6,062509,2006,APS
"Downes, Lucy A; MacKellar, Andrew R; Adams, Charles S; Weatherill, Kevin J; ",High-speed THz imaging for production line monitoring,"2019 44th International Conference on Infrared, Millimeter, and Terahertz Waves (IRMMW-THz)",,,1-2,2019,IEEE
"Paredes-Barato, D; Adams, CS; ",All-optical quantum information processing using Rydberg gates,Physical review letters,112,4,040501,2014,APS
"Purves, GT; Jundt, G; Adams, CS; Hughes, IG; ",Refractive index measurements by probe-beam deflection,"The European Physical Journal D-Atomic, Molecular, Optical and Plasma Physics",29,3,433-436,2004,Springer
"Adams, CS; Jackson, B; Leadbeater, M; McCann, JF; Winiecki, T; ",Motion of objects through dilute Bose-Einstein condensates,Quantized Vortex Dynamics and Superfluid Turbulence,,,307-319,2001,Springer
"Seifert, W; Adams, CS; Balykin, VI; Kaiser, R; Aspect, A; Mlynek, J; ",Reflection of atoms from enhanced evanescent waves,International Quantum Electronics Conference,,,QThF2,1994,Optica Publishing Group
"Siddons, Paul; Adams, Charles S; Hughes, Ifan G; ",Optical control of Faraday rotation in hot Rb vapor,Physical review A,81,4,043838,2010,APS
"Martin, AD; Adams, CS; Gardiner, SA; ","General Physics: Statistical and Quantum Mechanics, Quantum Information, etc.-Bright Matter-Wave Soliton Collisions in a Harmonic Trap: Regular and Chaotic Dynamics",Physical Review Letters,98,2,20402-20402,2007,"[Woodbury, NY, etc.] American Physical Society."
"Jackson, B; McCann, JF; Adams, CS; ",Vortex formation in weakly-interacting inhomogeneous Bose condensates,arXiv preprint cond-mat/9712096,,,,1997,
"Proukakis, NP; Parker, NG; Barenghi, CF; Adams, and CS; ",Parametric driving of dark solitons in atomic Bose-Einstein condensates,Physical review letters,93,13,130408,2004,APS
"Kliese, Russell; Hoghooghi, Nazanin; Puppe, Thomas; Rohde, Felix; Sell, Alexander; Zach, Armin; Leisching, Patrick; Kaenders, Wilhelm; Keegan, Niamh C; Bounds, Alistair D; ",Difference-frequency combs in cold atom physics,The European Physical Journal Special Topics,225,15,2775-2784,2016,Springer
"Weller, L; Dalton, T; Siddons, P; Adams, CS; Hughes, IG; ",Publisher's copyright statement: cO IOP Publishing 2012 Additional information,,,,,2012,
"Loew, Robert; Skljarow, Artur; Shnirman, Benyamin; Cheng, Xiaoyu; Maeusezahl, Max; Christaller, Florian; Moumtsilis, Felix; Kuebler, Harald; Adams, Charles; Alaeian, Hadiseh; ",Quantum optics with hot atoms,Bulletin of the American Physical Society,,,,2022,APS
"Adams, Charles S; ",Schrödinger's cat beats a quantum limit,Nature,535,7611,238-239,2016,Nature Publishing Group
"Soldan, Pavel; Cvitas, Marko T; Hutson, Jeremy M; Adams, Charles S; ",Interactions of cold atoms and molecules [Molecular quantum dynamics; cold atoms; molecules; CCP6],,,,,2002,
"Bai, Zhengyang; Adams, Charles S; Huang, Guoxiang; Li, Weibin; ",Self-induced transparency in warm and strongly interacting Rydberg gases,Physical Review Letters,125,26,263605,2020,APS
"Bettles, Robert J; Gardiner, Simon A; Adams, Charles S; ",Cooperative eigenmodes and scattering in one-dimensional atomic arrays,Physical Review A,94,4,043844,2016,APS
"Adams, Charles S; Pfau, Tilman; Mlynek, Jürgen; ",Atomic beam splitters based on light,AIP Conference Proceedings,275,1,200-213,1993,American Institute of Physics
"Davies, HJ; Adams, CS; ",Transferring laser-cooled atoms to a spatially separated magnetic trap using a far-off resonance optical guide,"Journal of Physics B: Atomic, Molecular and Optical Physics",33,19,4079,2000,IOP Publishing
"Carr, Daniel L; Spong, Nicholas LR; Hughes, Ifan G; Adams, Charles S; ",Measuring the Faraday effect in olive oil using permanent magnets and Malus’ law,European Journal of Physics,41,2,025301,2020,IOP Publishing
"Griffin, PF; Weatherill, KJ; Adams, CS; ",Fast switching of alkali atom dispensers using laser-induced heating,Review of scientific instruments,76,9,093102,2005,American Institute of Physics
"Spong, Nicholas LR; Jiao, Yuechun; Hughes, Oliver DW; Weatherill, Kevin J; Lesanovsky, Igor; Adams, Charles S; ",Collectively encoded Rydberg qubit,Physical Review Letters,127,6,063604,2021,APS
"Abel, RP; Mohapatra, AK; Bason, MG; Pritchard, JD; Weatherill, KJ; Raitzsch, U; Adams, CS; ",Laser frequency stabilization to excited state transitions using electromagnetically induced transparency in a cascade system,Applied Physics Letters,94,7,071107,2009,American Institute of Physics
"Adams, CS; Ferguson, AI; ",Saturated spectroscopy and two-photon absorption spectroscopy in rubidium using an actively stabilised Ti: Al2O3 ring laser,Optics communications,75,5-6,419-424,1990,Elsevier
"Davies, HJ; Szymaniec, K; Adams, CS; ",An atomic fountain guided by a far-off resonance light beam,Technical Digest. Summaries of Papers Presented at the Quantum Electronics and Laser Science Conference,,,73-74,1992,IEEE
"Wade, Christopher; Sibalic, Nikola; Kondo, Jorge; De Melo, Natalia; Adams, Charles; Weatherill, Kevin; ",THz Detection and Imaging using Rydberg Atoms,"APS Division of Atomic, Molecular and Optical Physics Meeting Abstracts",2016,,J9. 001,2016,
"Whiting, Daniel J; Mathew, Renju S; Keaveney, James; Adams, Charles S; Hughes, Ifan G; ",Four-wave mixing in a non-degenerate four-level diamond configuration in the hyperfine Paschen–Back regime,Journal of Modern Optics,65,5-6,713-722,2018,Taylor & Francis
"Whiting, Daniel J; Šibalić, Nikola; Keaveney, James; Adams, Charles S; Hughes, Ifan G; ",Single-photon interference due to motion in an atomic collective excitation,Physical review letters,118,25,253601,2017,APS
"Bason, MG; Mohapatra, AK; Weatherill, KJ; Adams, CS; ",Electro-optic control of atom-light interactions using Rydberg dark-state polaritons,Physical Review A,77,3,032305,2008,APS
"Bettles, Robert J; Ilieva, Teodora; Busche, Hannes; Huillery, Paul; Ball, Simon W; Spong, Nicholas LR; Adams, Charles S; ",Collective Mode Interferences in Light--Matter Interactions,arXiv preprint arXiv:1808.08415,,,,2018,
"Peyrot, T; Beurthe, Ch; Coumar, S; Roulliay, M; Perronet, K; Bonnay, P; Adams, CS; Browaeys, A; Sortais, Yvan RP; ",Fabrication and characterization of super-polished wedged borosilicate nano-cells,Optics letters,44,8,1940-1943,2019,Optica Publishing Group
"Purves, Graham T; Adams, Charles S; Hughes, Ifan G; ",Sagnac interferometry in a slow-light medium,Physical review A,74,2,023805,2006,APS
"Martin, AD; Adams, CS; Gardiner, SA; ",Bright solitary-matter-wave collisions in a harmonic trap: Regimes of solitonlike behavior,Physical Review A,77,1,013620,2008,APS
"Szymaniec, K; Davies, HJ; Adams, CS; ",An atomic fountain guided by a far-off resonance laser beam,EPL (Europhysics Letters),45,4,450,1999,IOP Publishing
"Barenghi, CF; Proukakis, NP; Parker, NG; Adams, CS; ",Coupling between topological excitations and the background sound field in atomic Bose-Einstein condensates,Laser Physics: 12th Annual International Laser Physics Workshop,,,,2004,Newcastle University
"West, Adam D; Weatherill, Kevin J; Hayward, Thomas J; Fry, Paul W; Schrefl, Thomas; Gibbs, Mike RJ; Adams, Charles S; Allwood, Dan A; Hughes, Ifan G; ",Manipulating ultracold atoms with a reconfigurable nanomagnetic system of domain walls,arXiv preprint arXiv:1112.0485,,,,2011,
"Bettles, Robert J; Gardiner, Simon A; Adams, Charles S; ",Cooperative ordering in lattices of interacting two-level dipoles,Physical Review A,92,6,063822,2015,APS
"Lynch, Stephen A; Hodges, Chris; Langbein, Wolfgang W; Jones, Matthew PA; Adams, Charles S; ",Solid state superatoms: Rydberg excitons in cuprous oxide,2017 19th International Conference on Transparent Optical Networks (ICTON),,,1-1,2017,IEEE
"Peyrot, T; Sortais, YRP; Browaeys, A; Sargsyan, A; Keaveney, J; Hughes, IG; Adams, CS; ",Observation of a non-local optical response due to the motion in an atomic gas with nanoscale thickness,arXiv preprint arXiv:1809.08852,,,,2018,
"ADAMS, CS; ","PF GRIFFIN, KJ WEATHERILL, SG MACLEOD, RM POTVLIEGE",Laser Spectroscopy: Proceedings of the XVII International Conference,,,307,2005,World Scientific Publishing Company Incorporated
"Logue, Fraser D; Briscoe, Jack D; Pizzey, Danielle; Wrathmall, Steven A; Hughes, Ifan G; ",Better magneto-optical filters with cascaded vapor cells in the Faraday-Faraday and Faraday-Voigt geometries,arXiv preprint arXiv:2203.14767,,,,2022,
"West, Adam D; Wade, Christopher G; Weatherill, Kevin J; Hughes, Ifan G; ",Piezoelectrically actuated time-averaged atomic microtraps,Applied Physics Letters,101,2,023115,2012,American Institute of Physics
"Maucher, F; Gardiner, SA; Hughes, IG; ",Excitation of knotted vortex lines in matter waves,New Journal of Physics,18,6,063016,2016,IOP Publishing
"Mathew, Renju S; Ponciano-Ojeda, Francisco; Keaveney, James; Whiting, Daniel J; Hughes, Ifan G; ",Simultaneous two-photon resonant optical laser locking (STROLLing) in the hyperfine Paschen–Back regime,Optics Letters,43,17,4204-4207,2018,Optical Society of America
"Key, M; Hughes, IG; Rooijakkers, W; Sauer, BE; Hinds, EA; ","A cloud of laser-cooled"" Rb atoms is coupled through a magnetic funnel into",,,,,,
"Kemp, Stefan L; Hughes, Ifan G; Cornish, Simon L; ",An analytical model of Faraday rotation in hot alkali metal vapours,arXiv preprint arXiv:1107.1212,,,,2011,
"Maucher, F; Skupin, S; Gardiner, SA; Hughes, IG; Mazilu, Michael; Galvez, Enrique J; Auccapuclla, Fabio J; Wittler, Kristina L; Qin, Yingsi; Partanen, Mikko; ",Complex Light and Optical Forces XIII,,,,,,
"Beswick, Benjamin T; Hughes, Ifan G; Gardiner, Simon A; Astier, Hippolyte PAG; Andersen, Mikkel F; Daszuta, Boris; ",ε-pseudoclassical model for quantum resonances in a cold dilute atomic gas periodically driven by finite-duration standing-wave laser pulses,Physical Review A,94,6,063604,2016,APS
"Hughes, Ifan G; ",Velocity selection in a Doppler-broadened ensemble of atoms interacting with a monochromatic laser beam,Journal of Modern Optics,65,5-6,640-647,2018,Taylor & Francis
"Hinds, EA; Barton, PA; Boshier, MG; Hughes, IG; Saba, CV; Sauer, BE; ",A Magnetic Waveguide for Trapping Cold Atom Gases in 2D,"APS Division of Atomic, Molecular and Optical Physics Meeting Abstracts",27,,G2. 05,1998,
"Higgins, Clare R; Hughes, Ifan G; ",Electromagnetically induced transparency in a V-system with 87Rb vapour in the hyperfine Paschen-Back regime,"Journal of Physics B: Atomic, Molecular and Optical Physics",54,16,165403,2021,IOP Publishing
"Hughes, Ifan G; Pritchard, Matthew J; ",Cool things to do with lasers,Physics education,42,1,27,2007,IOP Publishing
"Hinds, EA; Boshier, MG; Hughes, IG; ",Magnetic waveguide for trapping cold atom gases in two dimensions,Physical review letters,80,4,645,1998,APS
"Tripathi, A; Sheard, BT; King, SA; Hughes, IG; Cornish, SL; ",A Magnetic Transport Apparatus for Quantum Degenerate Gas Experiments,,,,,,
"Maucher, F; Skupin, Stefan; Gardiner, SA; Hughes, IG; ",Structuring the three electric field components of light,European Quantum Electronics Conference,,,ej_1_6,2019,Optical Society of America
"Maucher, F; Skupin, Stefan; Gardiner, SA; Hughes, IG; ",An intuitive approach to structuring the three polarization components of light,arXiv preprint arXiv:1810.01306,,,,2018,
"Hayward, Thomas J; West, Adam D; Weatherill, Kevin J; Schrefl, Thomas; Hughes, Ifan G; Allwood, Dan A; ",Nanomagnetic engineering of the properties of domain wall atom traps,Journal of Applied Physics,110,12,123918,2011,American Institute of Physics
"Hinds, EA; Hughes, IG; ","Magnetic atom optics: mirrors, guides, traps, and chips for atoms",Journal of Physics D: Applied Physics,32,18,R119,1999,IOP Publishing
"Nixon, M; Hughes, IG; ",A visual understanding of optical rotation using corn syrup,European Journal of Physics,38,4,045302,2017,IOP Publishing
"Rosenbusch, P; Hall, BV; Hughes, IG; Saba, CV; Hinds, EA; ",Manipulation of cold atoms using a corrugated magnetic reflector,Physical Review A,61,3,031404,2000,APS
"Cross, GH; Hase, TPA; Hughes, IG; ",Study on the Art of Scientific Report Writing: Emulation of Style,,,,,1995,
"Beswick, Benjamin T; Astier, Hippolyte PAG; Gardiner, Simon A; Hughes, Ifan G; Andersen, Mikkel F; Daszuta, Boris; ",An $\mathbf {\epsilon} $-pseudoclassical model for quantum resonances in a cold dilute atomic gas periodically driven by finite-duration standing-wave laser pulses,arXiv preprint arXiv:1604.08108,,,,2016,
"Arnold, Aidan S; Pritchard, Matthew J; Smith, David A; Hughes, Ifan G; ",Double-impulse magnetic focusing of launched cold atoms,New Journal of Physics,8,4,53,2006,IOP Publishing
"Keaveney, James; Rimmer, Dennis A; Hughes, Ifan G; ",Self-similarity of optical rotation trajectories around the Poincare sphere with application to an ultra-narrow atomic bandpass filter,arXiv preprint arXiv:1807.04652,,,,2018,
"Smith, David A; Hughes, Ifan G; ",The role of hyperfine pumping in multilevel systems exhibiting saturated absorption,American Journal of Physics,72,5,631-637,2004,American Association of Physics Teachers
"Hinds, EA; Barton, PA; Boshier, MG; Hughes, IG; ",Atoms on mirrors and trampolines,,,,,1997,
"Korsos, Marianna Brigitta; Huang, Xin; Yang, Yong; Pizzey, Danielle; Wrathmall, Steven A; Hughes, Ifan; Dyer, Martin; Dhillon, Vikram S; Belucz, Bernadett; Brajsa, Roman; ",The Solar Activity Monitor Network-SAMNet,,,,,,EDP Sciences
"Mathew, Renju S; O’Donnell, Roshan; Pizzey, Danielle; Hughes, Ifan G; ",The Raspberry Pi auto-aligner: Machine learning for automated alignment of laser beams,Review of Scientific Instruments,92,1,015117,2021,AIP Publishing LLC
"West, Adam D; Hayward, Thomas J; Weatherill, Kevin J; Schrefl, Thomas; Allwood, Dan A; Hughes, Ifan G; ",A simple model for calculating magnetic nanowire domain wall fringing fields,Journal of Physics D: Applied Physics,45,9,095002,2012,IOP Publishing
"Saba, Carlos Vincent; Barton, PA; Boshier, MG; Hughes, IG; Rosenbusch, P; Sauer, BE; Hinds, EA; ",Reconstruction of a cold atom cloud by magnetic focusing,Physical review letters,82,3,468,1999,APS
"Key, M; Hughes, IG; Rooijakkers, W; Sauer, BE; Hinds, EA; Richardson, DJ; Kazansky, PG; ",Propagation of cold atoms along a miniature magnetic guide,Physical Review Letters,84,7,1371,2000,APS
"Mridha, N; Millhouse, J; Oldfield, K; Adams, C; Hughes, I; Singh, K; ",891 Systematic Review and Meta-Analysis of Spontaneous Coronary Artery Dissection Recurrence,"Heart, Lung and Circulation",29,,S437,2020,Elsevier
"Hanley, Ryan K; Gregory, Philip D; Hughes, Ifan G; Cornish, Simon L; ",Absolute absorption on the potassium D lines: theory and experiment,"Journal of Physics B: Atomic, Molecular and Optical Physics",48,19,195004,2015,IOP Publishing
"Key, M; Hughes, IG; Rooijakkers, W; Sauer, BE; Hinds, EA; Richardson, DJ; Kazansky, PG; ",Propagation of cold atoms along a miniature magnetic guide¡ C\cr,,,,,,
"Hughes, IG; Barton, PA; Roach, TM; Hinds, EA; ",Atom optics with magnetic surfaces: II. Microscopic analysis of thefloppy disk'mirror,"Journal of Physics B: Atomic, Molecular and Optical Physics",30,9,2119,1997,IOP Publishing
"Pritchard, Matthew J; Arnold, Aidan S; Cornish, Simon L; Hallwood, David W; Pleasant, Chris VS; Hughes, Ifan G; ",Transport of launched cold atoms with a laser guide and pulsed magnetic fields,New Journal of Physics,8,12,309,2006,IOP Publishing
"Meacher, DR; Meyler, PE; Hughes, IG; Ewart, P; ",Observations of the collapse and fractional revival of a Rydberg wavepacket in atomic rubidium,"Journal of Physics B: Atomic, Molecular and Optical Physics",24,3,L63,1991,IOP Publishing
"Hughes, Ifan; Hase, Thomas; ",Measurements and their uncertainties: a practical guide to modern error analysis,,,,,2010,OUP Oxford
"Higgins, Clare R; Pizzey, Danielle; Mathew, Renju S; Hughes, Ifan G; ",Atomic line versus lens cavity filters: a comparison of their merits,OSA Continuum,3,4,961-970,2020,Optica Publishing Group
"Rosenbusch, P; Hall, BV; Hughes, IG; Saba, CV; Hinds, EA; ",Manipulation of cold atoms by an adaptable magnetic reflector,Applied Physics B,70,5,709-720,2000,Springer
"McCarron, Daniel J; Hughes, Ifan G; Tierney, Patrick; Cornish, Simon L; ",A heated vapor cell unit for dichroic atomic vapor laser lock in atomic rubidium,Review of Scientific Instruments,78,9,093106,2007,American Institute of Physics
"Maucher, Fabian; Skupin, Stefan; Gardiner, SA; Hughes, Ifan G; ",Shaping the longitudinal electric field component of light,Complex Light and Optical Forces XIII,10935,,1093502,2019,SPIE
"Maucher, F; Skupin, Stefan; Gardiner, SA; Hughes, IG; ",An intuitive approach to structuring the three electric field components of light,New Journal of Physics,21,1,013032,2019,IOP Publishing
"Haxton, Daniel J; Wrathmall, Steven A; Lewandowski, HJ; Greene, Chris H; ",Theoretical study of the quenching of NH (singlet Delta) molecules via collisions with Rb atoms: preliminary results,arXiv preprint arXiv:0903.3909,,,,2009,
"Wrathmall, Steven; Meyer, Edmund; Haxton, Daniel; Lewandowski, Heather; Greene, Chris; ",Ultracold collisions between Rb and excited NH,"APS Division of Atomic, Molecular and Optical Physics Meeting Abstracts",39,,OPB. 40,2008,
"Maucher, F; Skupin, Stefan; Gardiner, SA; Hughes, IG; ",Creating complex optical longitudinal polarization structures,Physical Review Letters,120,16,163903,2018,APS
"Hull, Benjamin; Long, Alexander; Hughes, Ifan G; ",Using residual heat maps to visualise Benford’s multi-digit law,European Journal of Physics,43,1,015803,2021,IOP Publishing
"Haxton, Daniel J; Wrathmall, Steven A; Lewandowski, HJ; Greene, Chris H; ",Theoretical study of the quenching of NH (∆) molecules via collisions with Rb atoms: preliminary results,arXiv preprint arXiv:0903.3909,,,,2009,
"Haxton, Daniel J; Wrathmall, Steven A; Lewandowski, HJ; Greene, Chris H; ",Theoretical study of the quenching of NH (Δ 1) molecules via collisions with Rb atoms,Physical Review A,80,2,022708,2009,APS
"Hughes, Ifan G; Darlington, Timothy; Hinds, EA; ",Periodic trajectories of cold atoms in a gravitational cavity,"Journal of Physics B: Atomic, Molecular and Optical Physics",34,14,2869,2001,IOP Publishing
"Javaux, C; Hughes, IG; Lochead, G; Millen, J; Jones, MPA; ",Modulation-free pump-probe spectroscopy of strontium atoms,The European Physical Journal D,57,2,151-154,2010,Springer
"Maucher, F; Gardiner, S; Hughes, I; Krolikowski, W; Pohl, T; Skupin, Stefan; ",Self-Organisation in Optical Media with Competing Nonlinearities,24th ANNUAL INTERNATIONAL LASER PHYSICS WORKSHOP,,,,2015,
"Kaminski, CF; Hughes, IG; Lloyd, GM; Ewart, P; ",Thermometry of an oxy-acetylene flame using multiplex degenerate four-wave mixing of C2,Applied Physics B,62,1,39-44,1996,Springer
"Hughes, IG; Barton, PA; Roach, TM; Boshier, MG; Hinds, EA; ",Atom optics with magnetic surfaces: I. Storage of cold atoms in a curvedfloppy disk',"Journal of Physics B: Atomic, Molecular and Optical Physics",30,3,647,1997,IOP Publishing
"Hughes, Ifan G; Barton, PA; Boshier, MG; Hinds, Edward A; ",Cold atom reflection from curved magnetic mirrors,Atom Optics,2995,,182-190,1997,SPIE
"Smith, David A; Arnold, Aidan S; Pritchard, Matthew J; Hughes, Ifan G; ",Experimental single-impulse magnetic focusing of launched cold atoms,"Journal of Physics B: Atomic, Molecular and Optical Physics",41,12,125302,2008,IOP Publishing
"Erdélyi, Robertus; Korsós, Marianna B; Huang, Xin; Yang, Yong; Pizzey, Danielle; Wrathmall, Steven A; Hughes, Ifan G; Dyer, Martin J; Dhillon, Vikram S; Belucz, Bernadett; ",The Solar Activity Monitor Network–SAMNet,Journal of Space Weather and Space Climate,12,,,2022,EDP Sciences
"Kaminski, CF; Hughes, IG; Ewart, P; ",Degenerate four-wave mixing spectroscopy and spectral simulation of C 2 in an atmospheric pressure oxy-acetylene flame,The Journal of chemical physics,106,13,5324-5332,1997,American Institute of Physics
"Haxton, Daniel; Wrathmall, Steven; Lewandowski, Heather; Greene, Chris; ",Theoretical studies of reaction rates for the Rb-NH system,"APS Division of Atomic, Molecular and Optical Physics Meeting Abstracts",40,,OPW. 20,2009,
"Hinds, EA; Hughes, I; ",Atomic Trampolines: Bouncing Atoms off Magnetic Surfaces,SCIENCE SPECTRA,16,,66-71,1999,GORDON & BREECH
"Logue, Fraser D; Briscoe, Jack D; Pizzey, Danielle; Wrathmall, Steven A; Hughes, Ifan G; ",Better magneto-optical filters with cascaded vapor cells,Optics Letters,47,12,2975-2978,2022,Optica Publishing Group
"Lloyd, GM; Hughes, IG; Bratfalean, R; Ewart, P; ",Broadband degenerate four-wave mixing of OH for flame thermometry.,Applied Physics B: Lasers & Optics,67,1,,1998,
"McCarron, Daniel J; Hughes, Ifan G; Tierney, Patrick; Cornish, Simon L; ",A heated vapor cell unit for DAVLL in atomic rubidium,arXiv preprint arXiv:0711.0911,,,,2007,
"Beswick, Benjamin T; Hughes, Ifan G; Gardiner, Simon A; ",Lattice-depth measurement using continuous grating atom diffraction,Physical Review A,100,6,063629,2019,APS
"Harris, ML; Cornish, SL; Tripathi, A; Hughes, IG; ",Optimization of sub-Doppler DAVLL on the rubidium D2 line,"Journal of Physics B: Atomic, Molecular and Optical Physics",41,8,085401,2008,IOP Publishing
"Hinds, EA; Barton, PA; Boshier, MG; Hughes, IG; Saba, CV; ",Dynamics of cold atoms above a curved magnetic mirror,APS April Meeting Abstracts,,,I18. 03,1997,
"Ponciano-Ojeda, Francisco S; Logue, Fraser D; Hughes, Ifan G; ",Absorption spectroscopy and Stokes polarimetry in a 87Rb vapour in the Voigt geometry with a 1.5 T external magnetic field,"Journal of Physics B: Atomic, Molecular and Optical Physics",54,1,015401,2020,IOP Publishing
"Keaveney, James; Ponciano-Ojeda, Francisco S; Rieche, Stefan M; Raine, Mark J; Hampshire, Damian P; Hughes, Ifan G; ",Quantitative optical spectroscopy of 87Rb vapour in the Voigt geometry in DC magnetic fields up to 0.4 T,"Journal of Physics B: Atomic, Molecular and Optical Physics",52,5,055003,2019,IOP Publishing
"Millett-Sikking, Alfred; Hughes, Ifan G; Tierney, Patrick; Cornish, Simon L; ",DAVLL lineshapes in atomic rubidium,"Journal of Physics B: Atomic, Molecular and Optical Physics",40,1,187,2006,IOP Publishing
"Sherlock, Ben E; Hughes, Ifan G; ",How weak is a weak probe in laser spectroscopy?,American Journal of Physics,77,2,111-115,2009,American Association of Physics Teachers
"Pritchard, Matthew J; Arnold, Aidan S; Smith, David A; Hughes, Ifan G; ",Single-impulse magnetic focusing of launched cold atoms,"Journal of Physics B: Atomic, Molecular and Optical Physics",37,22,4435,2004,IOP Publishing
"Hughes, IG; Meacher, DR; ",Electronic Rydberg wavepacket effects on molecular vibration,"Journal of Physics B: Atomic, Molecular and Optical Physics",27,7,1377,1994,IOP Publishing
"Kemp, Stefan L; Hughes, Ifan G; Cornish, Simon L; ",An analytical model of off-resonant Faraday rotation in hot alkali metal vapours,"Journal of Physics B: Atomic, Molecular and Optical Physics",44,23,235004,2011,IOP Publishing
"Billam, TP; Wrathmall, SA; Gardiner, SA; ",Variational determination of approximate bright matter-wave soliton solutions in anisotropic traps,Physical Review A,85,1,013627,2012,APS
"Hughes, Ifan G; Hase, Thomas PA; ",Error Propagation: A Functional Approach,Journal of Chemical Education,89,6,821-822,2012,ACS Publications
"Beswick, Benjamin T; Hughes, Ifan G; Gardiner, Simon A; ",Lattice-depth measurement using multipulse atom diffraction in and beyond the weakly diffracting limit,Physical Review A,99,1,013614,2019,APS
"Flower, David R; Wrathmall, Steven A; ",Rovibrational Excitation of Interstellar Molecules at Low Energies,,,,,,
"Wrathmall, SA; Gusdorf, A; Flower, DR; ",The excitation of molecular hydrogen by atomic hydrogen in astrophysical media,Monthly Notices of the Royal Astronomical Society,382,1,133-138,2007,"Blackwell Publishing Ltd Oxford, UK"
"Wrathmall, SA; Flower, DR; ",A quantum-mechanical study of rotational transitions in H2 induced by H,"Journal of Physics B: Atomic, Molecular and Optical Physics",39,11,L249,2006,IOP Publishing
"Wrathmall, SA; Flower, DR; ",The rovibrational excitation of H2 induced by H,"Journal of Physics B: Atomic, Molecular and Optical Physics",40,16,3221,2007,IOP Publishing
"Marchant, AL; Wiles, TP; Händel, S; Yu, MMH; Hopkins, SA; Cornish, SL; ",Bose-Einstein condensation of 85 Rb: formation of bright matter-wave solitons,,,,,,Citeseer
"Cho, HW; McCarron, DJ; Jenkin, DL; Köppinger, MP; Cornish, SL; ",A high phase-space density mixture of 87Rb and 133Cs: towards ultracold heteronuclear molecules,The European Physical Journal D,65,1,125-131,2011,Springer
"Billam, TP; Marchant, AL; Cornish, SL; Gardiner, SA; Parker, NG; ","Bright solitary matter waves: formation, stability and interactions","Spontaneous Symmetry Breaking, Self-Trapping, and Josephson Oscillations",,,403-455,2012,Springer
"Hopkins, Stephen A; Cornish, Simon L; ",Ultracold Quantum Gases: Key Experimental Techniques,Quantum Gases: Finite Temperature and Non-Equilibrium Dynamics,,,41-60,2013,World Scientific
"Rakonjac, Ana; Marchant, Anna L; Yu, Manfred MH; Billam, Thomas P; Helm, John L; Gardiner, Simon A; Cornish, Simon L; ",TOWARDS PRECISION SENSING OF ATOM-SURFACE INTERACTIONS AND ROTATION USING BOSE-EINSTEIN CONDENSATES,Matariki Workshop on Quantum Science,,,44,,
"Cornish, Simon L; Claussen, Neil R; Roberts, Jacob L; Cornell, EA; Wieman, CE; ",General Physics-Stable 85Rb Bose-Einstein Condensates with Widely Tunable Interactions,Physical Review Letters,85,9,1795-1798,2000,"[Woodbury, NY, etc.] American Physical Society."
"Yang, BC; Frye, Matthew D; Guttridge, A; Aldegunde, Jesus; Żuchowski, Piotr S; Cornish, Simon L; Hutson, Jeremy M; ",Magnetic Feshbach resonances in ultracold collisions between Cs and Yb atoms,Physical Review A,100,2,022704,2019,APS
"Roberts, Jacob L; Claussen, Neil R; Cornish, Simon L; Wieman, Carl E; ",Magnetic field dependence of ultracold inelastic collisions near a Feshbach resonance,Physical Review Letters,85,4,728,2000,APS
"Rakonjac, A; Marchant, AL; Billam, TP; Helm, JL; Yu, MMH; Gardiner, SA; Cornish, SL; ",Measuring the disorder of vortex lattices in a Bose-Einstein condensate,Physical Review A,93,1,013607,2016,APS
"Ratkata, Apichayaporn; Gregory, Philip D; Innes, Andrew D; Matthies, Jonas A; McArd, Lewis A; Mortlock, Jonathan M; Safronova, MS; Bromley, Sarah L; Cornish, Simon L; ",Measurement of the tune-out wavelength for Cs 133 at 880 nm,Physical Review A,104,5,052813,2021,APS
"Matthies, Jonas A; Safronova, MS; Cornish, Simon L; Gregory, Philip D; Mortlock, Jonathan M; Bromley, Sarah L; Ratkata, Apichayaporn; Innes, Andrew D; McArd, Lewis A; ",Measurement of the tune-out wavelength for 133Cs at 880 nm,,,,,2021,Physical Review A
"Hopkinson, DA; Cornish, SL; Edwards, NH; Baird, PEG; Cockburn, A; Cameron, K; ",DFB laser diode operation at 77 K,Measurement Science and Technology,7,5,792,1996,IOP Publishing
"Molony, Peter K; Gregory, Philip D; Ji, Zhonghua; Lu, Bo; Köppinger, Michael P; Le Sueur, C Ruth; Blackley, Caroline L; Hutson, Jeremy M; Cornish, Simon L; ",Creation of ultracold rb 87 cs 133 molecules in the rovibrational ground state,Physical review letters,113,25,255301,2014,APS
"Molony, PK; Gregory, PD; Kumar, A; Lu, B; Ji, Z; Köppinger, MP; Le Sueur, C Ruth; Blackley, CL; Hutson, JM; Cornish, SL; ",Creation of 87 RbCs molecules in the rovibrational ground state,,,,,,
